label,content,type,location_chapter,location_section,location_subsection,location_subsection_title,pre_para_note,title_num,paragraph_num
ESRS E5 - AR 33,"When providing contextual information under paragraph 40 the undertaking may: (a) explain the reasons for high weights of waste directed to disposal (e.g., local regulations that prohibit landfill of specific types of waste); (b) describe sector practices, sector standards, or external regulations that mandate a specific disposal operation; and (c) specify  whether the data has been modelled or sourced from direct measurements,  such as waste transfer notes from contracted waste collectors.",paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",Disclosure Requirement E5-5 - Resource outflows,,AR 33.
"ESRS E5()()(-Disclosure Requirement 
E5-6 – Anticipated financial effects from material resource use and 
circular economy-related risks and opportunities)","Disclosure Requirement 
E5-6 – Anticipated financial effects from material resource use and 
circular economy-related risks and opportunities",pre_para_note,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities",,,
ESRS E5 - AR 34,"When providing information under  paragraph 42(b), the undertaking may illustrate and describe how it  intends to strengthen value retention.",paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities","Disclosure Requirement 
E5-6 – Anticipated financial effects from material resource use and 
circular economy-related risks and opportunities",,AR 34.
ESRS E5 - AR 35,"The undertaking may include an  assessment of its related products and services at risk over the short-,  medium- and long-term, explaining how these are defined, how financial  amounts are estimated, and which critical assumptions are made.",paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities","Disclosure Requirement 
E5-6 – Anticipated financial effects from material resource use and 
circular economy-related risks and opportunities",,AR 35.
ESRS E5 - AR 36,The quantification of the anticipated financial effects in monetary terms under paragraph 43(a) may be a range.,paragraph,ESRS E5,,,"Disclosure Requirement E5-6 – 
Anticipated financial effects from material resource use and circular 
economy-related risks and opportunities","Disclosure Requirement 
E5-6 – Anticipated financial effects from material resource use and 
circular economy-related risks and opportunities",,AR 36.
ESRS S1,ESRS S1,title_chapter,ESRS S1,,,,,,
ESRS S1()(),OWN WORKFORCE,title_subsection,ESRS S1,,,OWN WORKFORCE,,,
ESRS S1()(TABLE OF CONTEN),,title_subsection,ESRS S1,,TABLE OF CONTENTS,,,TABLE OF CONTENTS,
ESRS S1()(),Objective,title_subsection,ESRS S1,,,Objective,,,
ESRS S1 - 1,"The objective of this Standard is to specify disclosure requirements which will enable users of the sustainability statement to understand the undertaking’s material impacts on its own workforce , as well as related material risks and opportunities , including: (a) how the undertaking affects its own workforce, in terms of material positive and negative actual or potential impacts; (b) any actions taken, and the result of  such actions, to prevent, mitigate or remediate actual or potential  negative impacts, and to address risks and opportunities; (c) the nature, type and extent of the undertaking’s material risks and opportunities related to its impacts and dependencies on its own workforce, and how the undertaking manages them; and (d) the financial effects on the undertaking over  the short-, medium- and long-term of material risks and opportunities  arising from the undertaking’s impacts and dependencies on its own  workforce.",paragraph,ESRS S1,,,Objective,,,1.
ESRS S1 - 2,"In order to meet the objective, this  Standard also requires an explanation of the general approach the  undertaking takes to identify and manage any material actual and  potential impacts on its own workforce in relation to the following social, including human rights, factors or matters: (a) working conditions, including: i. secure employment; ii. working time; iii. adequate wages ; iv. social dialogue ; v. freedom of association, the existence of works councils and the information, consultation and participation rights of workers; vi. collective bargaining , including the rate of the undertaking’s workforce covered by collective agreements; vii. work-life balance; and viii. health and safety. (b) equal treatment and opportunities for all, including: i. gender equality and equal pay for work of equal value; ii. training and skills development; iii. employment and inclusion of persons with disabilities ; iv. measures against violence and harassment in the workplace; and v. diversity. (c) other work-related rights, including those that relate to: i. child labour; ii. forced labour ; iii. adequate housing; and iv. privacy.",paragraph,ESRS S1,,,Objective,,,2.
ESRS S1 - 3,"This Standard also requires an explanation of how such impacts , as well as the undertaking’s dependencies on its own workforce , can create material risks or opportunities for the undertaking. For example, on the matter of equal opportunities, discrimination in hiring and promotion against women  can reduce the undertaking’s access to qualified labour and harm its  reputation. Conversely, policies to increase the representation of women  in the workforce and in upper levels of management can have positive  effects, such as increasing the pool of qualified labour and improving  the undertaking’s reputation.",paragraph,ESRS S1,,,Objective,,,3.
ESRS S1 - 4,"This Standard covers an undertaking’s own workforce , which is understood to include both people who are in an employment relationship with the undertaking (“ employees ”) and non-employees who are either people with contracts  with the undertaking to supply labour (“self-employed people”) or people  provided by undertakings primarily engaged in “employment activities”  (NACE Code N78). See Application Requirement 3 for examples of who falls  under own workforce. The information required to be disclosed with  regard to non-employees shall not affect their status pursuant to  applicable labour law.",paragraph,ESRS S1,,,Objective,,,4.
ESRS S1 - 5,This Standard does not cover workers in the undertaking’s upstream or downstream value chain ; these categories of workers are covered in ESRS S2 Workers in the value chain .,paragraph,ESRS S1,,,Objective,,,5.
